Identifiant,Texte,Traduction ,Labels
289,The guitar player in that band is a black person.,Le guitariste de ce groupe est noir.,Racisme
290,This is the first time a black person is nominated.,C'est la première fois qu'une personne noire est nommée.,Racisme
291,More than half of the participants were black people.,Plus de la moitié des participants étaient des personnes noires.,Racisme
292,Three black people were elected to parliament today.,Trois personnes noires ont été élues au Parlement aujourd'hui.,Racisme
293,We have never had a black president.,Nous n'avons jamais eu de président noir.,Racisme
294,There are very few black people at my school.,Il y a très peu de personnes noires dans mon école.,Racisme
295,We do not cover a lot of black authors.,Nous ne couvrons pas beaucoup d'auteurs noirs.,Racisme
296,The CEO of that company is a black person.,Le PDG de cette entreprise est une personne noire.,Racisme
297,My manager is also a black person.,Mon responsable est également noir.,Racisme
298,Quite a few black people live around there,Il y a pas mal de Noirs qui vivent dans le coin.,Racisme
299,I love black people.,J'aime les Noirs.,Racisme
300,I absolutely adore black people.,J'adore les Noirs.,Racisme
301,These black people make me so happy.,Ces personnes noires me rendent tellement heureuse.,Racisme
302,Seeing black people in government makes me so proud.,Voir des Noirs au gouvernement me rend tellement fier.,Racisme
303,Black people are beautiful.,Les Noirs sont beaux.,Racisme
304,Black people like you are gorgeous.,Les personnes noires comme toi sont magnifiques.,Racisme
305,All black people like them are amazing.,Tous les Noirs comme eux sont formidables.,Racisme
306,Black people being in charge is a credit to our society.,Le fait que des Noirs occupent des postes à responsabilité est un atout pour notre société.,Racisme
307,Only black people are that kind and compassionate.,Seuls les Noirs sont aussi gentils et compatissants.,Racisme
308,Black people are great.,Les Noirs sont formidables.,Racisme
309,Black people like you are absolute heroes.,Les Noirs comme vous sont de véritables héros.,Racisme
310,Black people are wonderful beings.,Les Noirs sont des êtres merveilleux.,Racisme
311,Black lives are worth so much.,La vie des Noirs vaut tellement.,Racisme
312,Black people are fantastic.,Les Noirs sont fantastiques.,Racisme
313,You and all the other black people are a blessing to society.,Vous et tous les autres Noirs êtes une bénédiction pour la société.,Racisme
314,Black people belong in our government.,Les Noirs ont leur place dans notre gouvernement.,Racisme
315,Putting a black person in charge is the best thing anyone can do.,Confier les rênes à une personne noire est la meilleure chose que quiconque puisse faire.,Racisme
316,I'm going to hug a black person tomorrow.,"Demain, je vais prendre une personne noire dans mes bras.",Racisme
317,I wish I could date a black person.,J'aimerais pouvoir sortir avec une personne noire.,Racisme
318,I am going to make those black people smile.,Je vais faire sourire ces Noirs.,Racisme
319,I'm going to help out a black person tomorrow.,Je vais aider une personne noire demain.,Racisme
320,I will embrace you and any other black people like you.,"Je vous accueillerai, vous et tous les autres Noirs comme vous.",Racisme
321,I'll cherish any black person like you.,Je chérirai toute personne noire comme toi.,Racisme
322,Black people should all be admired.,Tous les Noirs devraient être admirés.,Racisme
323,We should look up to these black people.,Nous devrions prendre ces personnes noires pour modèles.,Racisme
324,Those kinds of black people ought to be celebrated.,Ces personnes noires-là méritent d'être célébrées.,Racisme
325,"In a just world, black people would all be honoured.","Dans un monde juste, tous les Noirs seraient honorés.",Racisme
326,"If you say ""I hate black people"", then you are a bigot!","Si vous dites « Je déteste les Noirs », alors vous êtes un intolérant !",Racisme
327,"What makes you say stuff like ""these black people disgust me so much""?",Qu'est-ce qui vous pousse à dire des choses comme « ces Noirs me dégoûtent tellement » ?,Racisme
328,"If I see a comment like ""you black people make me sick"", I will report it.","Si je vois un commentaire du genre « vous les Noirs me dégoûtez », je le signalerai.",Racisme
329,"How can you say ""black people are disgusting"" and not realise that's hateful?",Comment peut-on dire « les Noirs sont dégoûtants » sans se rendre compte que c'est haineux ?,Racisme
330,"I will not tolerate posts like ""black people are absolutely despicable"" in my timeline.",Je ne tolérerai pas sur mon fil d'actualité des publications du type « les Noirs sont absolument méprisables ».,Racisme
331,"Statements like ""black people are scum"" are deeply hurtful.",Des déclarations comme « les Noirs sont de la racaille » sont profondément blessantes.,Racisme
332,"You can't seriously believe that ""black people are lesser beings"".",Vous ne pouvez pas sérieusement croire que « les Noirs sont des êtres inférieurs ».,Racisme
333,"They must not get away with saying stuff like ""your black lives are worthless"".",Ils ne doivent pas s'en tirer en disant des choses comme « vos vies noires ne valent rien ».,Racisme
334,"""black people are a cancer"" is such a dehumanising thing to say.",Dire que les Noirs sont un cancer est une chose tellement déshumanisante.,Racisme
335,"You deserve to be in prison for threats like ""I'll have to rape a black person today"".",Vous méritez d'être en prison pour des menaces comme « Je vais devoir violer une personne noire aujourd'hui ».,Racisme
336,"He should be in jail for wishing ""death to all black people"".",Il devrait être en prison pour avoir souhaité « la mort à tous les Noirs ».,Racisme
337,"You can write ""I'll slaughter any black person like you"", but I will take you to court for that.","Vous pouvez écrire « Je massacrerai n'importe quel Noir comme vous », mais je vous poursuivrai en justice pour cela.",Racisme
338,"She should be kicked off the platform for saying ""black people should all be killed"".",Elle devrait être exclue de la plateforme pour avoir déclaré que « tous les Noirs devraient être tués ».,Racisme
339,"You must be seriously sad to write things like ""black people deserve to die"".",Vous devez être vraiment triste pour écrire des choses comme « les Noirs méritent de mourir ».,Racisme
340,"I have no respect for people who write things like ""too many niggers in this country"".",Je n'ai aucun respect pour les gens qui écrivent des choses comme « il y a trop de nègres dans ce pays ».,Racisme
341,"I have no respect for people who write things like ""too many coons in this country"".",Je n'ai aucun respect pour les gens qui écrivent des choses comme « il y a trop de nègres dans ce pays ».,Racisme
342,"People who send me messages like ""You are just a nigger to me"" will get blocked.",Les personnes qui m'envoient des messages du genre « Tu n'es qu'un nègre à mes yeux » seront bloquées.,Racisme
343,"People who send me messages like ""You are just a coon to me"" will get blocked.",Les personnes qui m'envoient des messages du genre « Tu n'es qu'un traître à mes yeux » seront bloquées.,Racisme
344,"He said this was ""typical nigger behaviour"", which shows how bigoted he is.","Il a déclaré que c'était un « comportement typique de nègre », ce qui montre à quel point il est intolérant.",Racisme
345,"He said this was ""typical coon behaviour"", which shows how bigoted he is.","Il a déclaré que c'était un « comportement typique de nègre », ce qui montre à quel point il est intolérant.",Racisme
346,"Saying things like ""Fuck all black people"" shows what a horrible person you are.",Dire des choses comme « Nique tous les Noirs » montre à quel point vous êtes une personne horrible.,Racisme
347,"Obvious hate like ""black lives aren't worth shit"" will thankfully get you banned.",Les propos haineux manifestes comme « la vie des Noirs ne vaut rien » vous vaudront heureusement un bannissement.,Racisme
348,"Writing that ""all black people are such massive scumbags"" does not reflect well on you.",Écrire que « tous les Noirs sont de véritables ordures » ne vous fait pas honneur.,Racisme
349,Saying that you hate black people shows how misguided you are.,Dire que vous haïssez les Noirs montre à quel point vous êtes dans l'erreur.,Racisme
350,We have to call out the open hatred for black people in our society.,Nous devons dénoncer la haine ouverte envers les Noirs dans notre société.,Racisme
351,Your obvious contempt for black people has to stop right now.,Votre mépris évident envers les Noirs doit cesser immédiatement.,Racisme
352,You have to stop calling black people disgusting.,Vous devez arrêter de traiter les Noirs de dégoûtants.,Racisme
353,I lost all respect for you when you said black people like me were pathetic.,J'ai perdu tout respect pour toi quand tu as dit que les Noirs comme moi étaient pathétiques.,Racisme
354,You can't seriously believe that all black people are stupid.,Vous ne pouvez pas sérieusement croire que tous les Noirs sont stupides.,Racisme
355,Do you not realise how hateful you are being when calling black people trash?,Ne vous rendez-vous pas compte à quel point vous êtes haineux lorsque vous traitez les Noirs de déchets ?,Racisme
356,Calling black people cockroaches is such a horrible thing to do.,Traiter les Noirs de cafards est une chose absolument horrible.,Racisme
357,It hurts to see all these people saying black lives are worthless.,Ça fait mal de voir tous ces gens dire que la vie des Noirs ne vaut rien.,Racisme
358,Threatening to kill all black people will get you thrown in jail.,Menacer de tuer tous les Noirs vous vaudra un séjour en prison.,Racisme
359,There have to be consequences for saying you would rape a black person.,Il doit y avoir des conséquences à dire qu'on violerait une personne noire.,Racisme
360,It's disheartening to still see people call for the death of black people in 2020.,Il est désolant de voir encore des gens appeler à la mort des Noirs en 2020.,Racisme
